# **************************************************************************************
# ThinkEngine Networks 2002
# **************************************************************************************
# Date|Time|Gender|Dialect|Phonetype|File Name|Call NO|Utt. NO|Start Time|End Time|Ortho
# ----+----+------+-------+---------+---------+-------+-------+----------+--------+-----
01.07.2002|03.48.51|female|native|cellphone|00091|000|WUWII00091_000.ulaw|0.524|1.083|[click] Kim McGreal
01.07.2002|03.49.03|female|native|cellphone|00091|001|WUWII00091_001.ulaw|0.600|1.171|[click] Operator
01.07.2002|03.49.20|female|native|cellphone|00091|002|WUWII00091_002.ulaw|0.563|1.181|ThinkEngine
01.07.2002|03.49.27|female|native|cellphone|00091|003|WUWII00091_003.ulaw|0.591|1.101|[click] Onword
01.07.2002|03.49.34|female|native|cellphone|00091|004|WUWII00091_004.ulaw|0.576|1.240|Wildfire
01.07.2002|03.49.40|female|native|cellphone|00091|005|WUWII00091_005.ulaw|0.589|1.103|Voyager
01.07.2002|03.50.00|female|native|cellphone|00091|006|WUWII00091_006.ulaw|4.835|5.353|hello how are you [click]linkus and second line are both my personal assistants [click] Operator
01.07.2002|03.50.12|female|native|cellphone|00091|007|WUWII00091_007.ulaw|5.242|5.808|[click]hi there how are you wait just a second while I get my personal assistant to help us ThinkEngine
01.07.2002|03.50.24|female|native|cellphone|00091|008|WUWII00091_008.ulaw|4.719|5.240|hey there how are ya wait just a second while I invoke my personal assistant Onword
01.07.2002|03.50.36|female|native|cellphone|00091|009|WUWII00091_009.ulaw|5.062|5.658|hello how are you {breath} wait just a second while I invoke my personal assistant Wildfire
01.07.2002|03.50.47|female|native|cellphone|00091|010|WUWII00091_010.ulaw|4.196|4.622|[click]hello wait just a second while I invoke my personal assistant {breath} Voyager
01.07.2002|04.16.11|male|native|cellphone|00092|000|WUWII00092_000.ulaw|0.577|1.213|[click]Jim Agnetta
01.07.2002|04.16.33|male|native|cellphone|00092|001|WUWII00092_001.ulaw|0.593|1.158|[noise][click] Operator [oh ok(( ))]
01.07.2002|04.16.41|male|native|cellphone|00092|002|WUWII00092_002.ulaw|0.526|1.159|{smack}ThinkEngine [(( ))]
01.07.2002|04.16.47|male|native|cellphone|00092|003|WUWII00092_003.ulaw|0.592|1.093|Onword
01.07.2002|04.16.54|male|native|cellphone|00092|004|WUWII00092_004.ulaw|0.597|1.185|{smack}Wildfire
01.07.2002|04.17.00|male|native|cellphone|00092|005|WUWII00092_005.ulaw|0.597|1.134|[click]Voyager
01.07.2002|04.17.19|male|native|cellphone|00092|006|WUWII00092_006.ulaw|1.829|2.413|{smack} mary had a little Operator whose fleece was white as snow [(( ))]
01.07.2002|04.17.29|male|native|cellphone|00092|007|WUWII00092_007.ulaw|1.453|2.021|[click] mary had a little_ThinkEngine_whose fleece was white as snow
01.07.2002|04.17.39|male|native|cellphone|00092|008|WUWII00092_008.ulaw|1.816|2.300| mary had a little Onword whose fleece was white as snow
01.07.2002|04.17.50|male|native|cellphone|00092|009|WUWII00092_009.ulaw|1.768|2.416| mary had a little Wildfire whose fleece was white as snow [(( ))]
01.07.2002|04.18.00|male|native|cellphone|00092|010|WUWII00092_010.ulaw|1.843|2.336| mary had a little Voyager whose fleece was white as snow [(( ))]
01.07.2002|04.23.26|female|native|speakerphone|00093|000|WUWII00093_000.ulaw|0.589|1.479|[(( ))] Linda Marrone [flipping through papers]
01.07.2002|04.23.37|female|native|speakerphone|00093|001|WUWII00093_001.ulaw|0.592|1.129|[beep] Operator [papers]
01.07.2002|04.23.53|female|native|speakerphone|00093|002|WUWII00093_002.ulaw|0.414|1.041|ThinkEngine
01.07.2002|04.23.59|female|native|speakerphone|00093|003|WUWII00093_003.ulaw|0.563|1.013|[beep] Onword [static]
01.07.2002|04.24.06|female|native|speakerphone|00093|004|WUWII00093_004.ulaw|0.563|1.241|[beep] Wildfire
01.07.2002|04.24.12|female|native|speakerphone|00093|005|WUWII00093_005.ulaw|0.540|1.038|Voyager
01.07.2002|04.24.29|female|native|speakerphone|00093|006|WUWII00093_006.ulaw|2.556|3.128|seats are limited and fares [static] Operator
01.07.2002|04.24.39|female|native|speakerphone|00093|007|WUWII00093_007.ulaw|2.637|3.234|tickets must be purchased immediately at the time ThinkEngine [clicking]
01.07.2002|04.24.48|female|native|speakerphone|00093|008|WUWII00093_008.ulaw|2.711|3.237|[click] changes in travel may be used Onword [scratching]
01.07.2002|04.24.59|female|native|speakerphone|00093|009|WUWII00093_009.ulaw|2.518|3.227|change fees do not apply Wildfire [bang][static]
01.07.2002|04.25.08|female|native|speakerphone|00093|010|WUWII00093_010.ulaw|2.547|3.140|fares and schedules subject to change Voyager[static][banging]
01.07.2002|04.37.19|male|native|cellphone|00094|000|WUWII00094_000.ulaw|0.557|1.223|{smack}Jim Tremblay
01.07.2002|04.37.30|male|native|cellphone|00094|001|WUWII00094_001.ulaw|0.571|1.063|Operator
01.07.2002|04.37.37|male|native|cellphone|00094|002|WUWII00094_002.ulaw|0.590|1.023|ThinkEngine
01.07.2002|04.37.43|male|native|cellphone|00094|003|WUWII00094_003.ulaw|0.541|0.967|Onword
01.07.2002|04.37.50|male|native|cellphone|00094|004|WUWII00094_004.ulaw|0.554|1.100|Wildfire
01.07.2002|04.37.56|male|native|cellphone|00094|005|WUWII00094_005.ulaw|0.504|1.012|Voyager
01.07.2002|04.38.15|male|native|cellphone|00094|006|WUWII00094_006.ulaw|3.197|3.767|someone would like to call the Operator
01.07.2002|04.38.24|male|native|cellphone|00094|007|WUWII00094_007.ulaw|2.569|3.014|{breath}the name of the company where I work is ThinkEngine
01.07.2002|04.38.35|male|native|cellphone|00094|008|WUWII00094_008.ulaw|2.958|3.336|{breath}the secret word we're +gonna use is Onword
01.07.2002|04.38.45|male|native|cellphone|00094|009|WUWII00094_009.ulaw|2.333|2.866|there's a company out there whose name is Wildfire
01.07.2002|04.38.54|male|native|cellphone|00094|010|WUWII00094_010.ulaw|0|0|there's a probe (( )) the solar system is
01.07.2002|04.41.20|male|native|cellphone|00095|000|WUWII00095_000.ulaw|0.535|1.323|[(( ))/] Dennis Kloc [/operations] 
01.07.2002|04.41.32|male|native|cellphone|00095|001|WUWII00095_001.ulaw|0.605|1.059|[(( ))/] Operator [/(( ))]
01.07.2002|04.41.38|male|native|cellphone|00095|002|WUWII00095_002.ulaw|0.580|1.059|[(( ))/] ThinkEngine [/(( ))]
01.07.2002|04.41.44|male|native|cellphone|00095|003|WUWII00095_003.ulaw|0.580|1.115|[(( ))/] Onword [/(( ))]
01.07.2002|04.41.51|male|native|cellphone|00095|004|WUWII00095_004.ulaw|0.560|1.172|[(( ))/] Wildfire [/(( ))] 
01.07.2002|04.41.57|male|native|cellphone|00095|005|WUWII00095_005.ulaw|0.574|1.096|[(( ))/] Voyager [/(( ))]
01.07.2002|04.42.15|male|native|cellphone|00095|006|WUWII00095_006.ulaw|2.997|3.497|i'd like to know what my number is Operator[music]
01.07.2002|04.42.27|male|native|cellphone|00095|007|WUWII00095_007.ulaw|2.102|2.734|[music]i wish_ThinkEngine_would [[skip]]
01.07.2002|04.42.38|male|native|cellphone|00095|008|WUWII00095_008.ulaw|1.562|2.108|[(( ))/]i'd rather you use an_Onword_than an offword[/(( ))]
01.07.2002|04.42.51|male|native|cellphone|00095|009|WUWII00095_009.ulaw|3.107|3.660|(( ))if i live in Australia now I'd have problems with _Wildfire [(( ))]
01.07.2002|04.43.02|male|native|cellphone|00095|010|WUWII00095_010.ulaw|2.597|3.162|[(( ))/] one of the greatest spaceships ever was_Voyager [/(( ))]
01.07.2002|04.57.05|male|native|cellphone|00096|000|WUWII00096_000.ulaw|0.511|1.392|[(( ))/] Dennis Kloc[/(( ))]
01.07.2002|04.57.16|male|native|cellphone|00096|001|WUWII00096_001.ulaw|0.588|1.103|(( )) Operator
01.07.2002|04.57.23|male|native|cellphone|00096|002|WUWII00096_002.ulaw|0.572|1.082|[click] ThinkEngine
01.07.2002|04.57.29|male|native|cellphone|00096|003|WUWII00096_003.ulaw|0.584|1.101|(( )) Onword
01.07.2002|04.57.36|male|native|cellphone|00096|004|WUWII00096_004.ulaw|0.554|1.179|[(( ))/] Wildfire [/(( ))]
01.07.2002|04.57.42|male|native|cellphone|00096|005|WUWII00096_005.ulaw|0.586|1.037|(( )) Voyager
01.07.2002|04.58.01|male|native|cellphone|00096|006|WUWII00096_006.ulaw|2.767|3.241|i've fallen down i need the Operator (( ))
01.07.2002|04.58.13|male|native|cellphone|00096|007|WUWII00096_007.ulaw|3.427|3.897|i'm glad i'm not working for dumb engine instead i'm working for ThinkEngine
01.07.2002|04.58.24|male|native|cellphone|00096|008|WUWII00096_008.ulaw|1.653|2.298|[(( ))/] i'd rather be_Onword than off base[/(( ))]
01.07.2002|04.58.37|male|native|cellphone|00096|009|WUWII00096_009.ulaw|2.666|3.289|[(( ))/] raging up the hill next to me is a Wildfire [/(( ))]
01.07.2002|04.58.47|male|native|cellphone|00096|010|WUWII00096_010.ulaw|2.984|3.525|[(( ))/] down below the sea you'll need find Voyager [/(( ))]
01.07.2002|06.24.03|female|native|landlinephone|00097|000|WUWII00097_000.ulaw|0.592|1.206|Erica King
01.07.2002|06.24.14|female|native|landlinephone|00097|001|WUWII00097_001.ulaw|0.608|1.143|[beep] Operator
01.07.2002|06.24.20|female|native|landlinephone|00097|002|WUWII00097_002.ulaw|0.588|1.225|[beep] ThinkEngine
01.07.2002|06.24.26|female|native|landlinephone|00097|003|WUWII00097_003.ulaw|0.603|1.028|[beep] Onword
01.07.2002|06.24.32|female|native|landlinephone|00097|004|WUWII00097_004.ulaw|0.535|1.287|[beep] Wildfire
01.07.2002|06.24.38|female|native|landlinephone|00097|005|WUWII00097_005.ulaw|0.577|1.128|[beep] Voyager
01.07.2002|06.24.59|female|native|landlinephone|00097|006|WUWII00097_006.ulaw|5.738|6.363|{smack} hi ^John how are you ah wait a second while i invoke my personal assistant Operator
01.07.2002|06.25.12|female|native|landlinephone|00097|007|WUWII00097_007.ulaw|5.755|6.388|{smack} hi ^John how are you ah just wait a second while i invoke my personal assistant {breath} ThinkEngine
01.07.2002|06.25.24|female|native|landlinephone|00097|008|WUWII00097_008.ulaw|5.656|6.099|{smack} hi ^John how are you {breath} wait a second while i invoke my personal assistant [click] Onword
01.07.2002|06.25.37|female|native|landlinephone|00097|009|WUWII00097_009.ulaw|5.980|6.765|{smack} hi ^John how are you {breath} wait a second while i invoke my personal assistant Wildfire
01.07.2002|06.25.49|female|native|landlinephone|00097|010|WUWII00097_010.ulaw|5.484|6.013|{smack} hi ^John how are you {breath} wait a second while i invoke my presonal assistant Voyager
01.07.2002|06.26.38|female|native|cellphone|00098|000|WUWII00098_000.ulaw|0.585|1.274|Erica King [click][beep]
01.07.2002|06.26.49|female|native|cellphone|00098|001|WUWII00098_001.ulaw|0.564|1.217|Operator
01.07.2002|06.26.55|female|native|cellphone|00098|002|WUWII00098_002.ulaw|0.592|1.177|[click] ThinkEngine
01.07.2002|06.27.02|female|native|cellphone|00098|003|WUWII00098_003.ulaw|0.573|1.110|[blip] Onword
01.07.2002|06.27.08|female|native|cellphone|00098|004|WUWII00098_004.ulaw|0.566|1.299|[click] Wildfire
01.07.2002|06.27.15|female|native|cellphone|00098|005|WUWII00098_005.ulaw|0.505|1.100|Voyager
01.07.2002|06.27.36|female|native|cellphone|00098|006|WUWII00098_006.ulaw|5.911|6.549|{smack}hi ^Becky I'd like to set up a meeting hold on while i invoke my personal assistant {breath} Operator [electronic sound]
01.07.2002|06.27.51|female|native|cellphone|00098|007|WUWII00098_007.ulaw|7.871|8.852|hi ^Joe {breath}ah just wanted to set up some time with you let me invoke my personal assistant ThinkEngine
01.07.2002|06.28.04|female|native|cellphone|00098|008|WUWII00098_008.ulaw|5.927|6.516|{breath}hi ^John how are you uh hold on let me get my personal assistant on Onword
01.07.2002|06.28.19|female|native|cellphone|00098|009|WUWII00098_009.ulaw|6.818|7.896|{breath}hi ^Joe this is ^Erica I wanted to ah set up some time with you ah hold on a minute {breath} Wildfire
01.07.2002|06.28.32|female|native|cellphone|00098|010|WUWII00098_010.ulaw|5.564|6.304|{smack}hi ^John how are you ah just wait a second while I invoke my personal assistant {breath} Voyager [beep]
01.07.2002|06.29.22|female|native|cellphone|00099|000|WUWII00099_000.ulaw|0.594|1.223|Erica King
01.07.2002|06.29.33|female|native|cellphone|00099|001|WUWII00099_001.ulaw|0.545|0.959|[click] -perator [static]
01.07.2002|06.29.39|female|native|cellphone|00099|002|WUWII00099_002.ulaw|0.492|1.218|[click] ThinkEngine [static]
01.07.2002|06.29.45|female|native|cellphone|00099|003|WUWII00099_003.ulaw|0.591|1.058|[laughing] Onword [static]
01.07.2002|06.29.52|female|native|cellphone|00099|004|WUWII00099_004.ulaw|0.568|1.213|{smack} Wildfire [static]
01.07.2002|06.29.59|female|native|cellphone|00099|005|WUWII00099_005.ulaw|0.578|1.090|[papers/] Voyager [/papers]
01.07.2002|06.30.09|female|native|cellphone|00099|006|WUWII00099_006.ulaw|0|0|[moving around]
01.07.2002|06.30.25|female|native|cellphone|00099|007|WUWII00099_007.ulaw|5.022|5.693|{breath}^Becky yes I'd like to set up in a meeting uh hold on let me get my personal assistant on ThinkEngine [banging]
01.07.2002|06.30.41|female|native|cellphone|00099|008|WUWII00099_008.ulaw|7.839|8.478|{breath}hi ^John this is uh ^Erica how are you uh I'd like to get my ah personal assistant on the line to set up a con- call {breath} Onword
01.07.2002|06.30.56|female|native|cellphone|00099|009|WUWII00099_009.ulaw|6.427|7.651|{breath}^Joe ah yes um wondering if you were available +tomorrow for a meeting {breath} Wildfire
01.07.2002|06.31.08|female|native|cellphone|00099|010|WUWII00099_010.ulaw|5.520|6.153|{breath} hi ^John how are you ah would like to ah meet with you tomorrow {breath} Voyager
01.07.2002|06.31.47|female|native|landlinephone|00100|000|WUWII00100_000.ulaw|0.554|1.210|[beep]Erica King
01.07.2002|06.31.57|female|native|landlinephone|00100|001|WUWII00100_001.ulaw|0.571|1.200|Operator
01.07.2002|06.32.04|female|native|landlinephone|00100|002|WUWII00100_002.ulaw|0.592|1.240|[beep] ThinkEngine
01.07.2002|06.32.09|female|native|landlinephone|00100|003|WUWII00100_003.ulaw|0.573|1.049|[beep] Onword
01.07.2002|06.32.16|female|native|landlinephone|00100|004|WUWII00100_004.ulaw|0.575|1.311|Wildfire
01.07.2002|06.32.22|female|native|landlinephone|00100|005|WUWII00100_005.ulaw|0.591|1.092|Voyager
01.07.2002|06.32.43|female|native|landlinephone|00100|006|WUWII00100_006.ulaw|6.136|6.778|{smack}hi ^John how are you ah just wait a second while I invoke my personal assistant {breath} Operator
01.07.2002|06.32.57|female|native|landlinephone|00100|007|WUWII00100_007.ulaw|7.361|8.190|{smack}^Joe I'm wondering if you are available tomorrow for a meeting {breath}uh hold on while I invoke my personal assistant ThinkEngine
01.07.2002|06.33.11|female|native|landlinephone|00100|008|WUWII00100_008.ulaw|6.380|6.875|{breath}^Becky uh I'd like to set up a con. call for next Tuesday Onword
01.07.2002|06.33.22|female|native|landlinephone|00100|009|WUWII00100_009.ulaw|3.808|4.522|{smack}I'd like to record this call [click][click] Wildfire
01.07.2002|06.33.34|female|native|landlinephone|00100|010|WUWII00100_010.ulaw|4.431|5.020|{breath}yes I'd like to conference in ^Joe and ^Becky Voyager
01.07.2002|06.34.40|female|native|landlinephone|00101|000|WUWII00101_000.ulaw|0.570|1.236|[beep] [backgroung talking/] Erica King [/background talking]
01.07.2002|06.34.51|female|native|landlinephone|00101|001|WUWII00101_001.ulaw|0.588|1.189|[background noise/] [beep] Operator {breath} [/background noise]
01.07.2002|06.34.57|female|native|landlinephone|00101|002|WUWII00101_002.ulaw|0.592|1.222|[background noise/] [beep] ThinkEngine [/background noise]
01.07.2002|06.35.03|female|native|landlinephone|00101|003|WUWII00101_003.ulaw|0.598|1.132|[background talking/] [beep] Onword [noise] [/background talking]
01.07.2002|06.35.09|female|native|landlinephone|00101|004|WUWII00101_004.ulaw|0.569|1.267|[background talking/] [beep] [noise] Wildfire [/background talking]
01.07.2002|06.35.16|female|native|landlinephone|00101|005|WUWII00101_005.ulaw|0.578|1.076|[background talking/] [beep] {breath} Voyager [/background talking]
01.07.2002|06.35.35|female|native|landlinephone|00101|006|WUWII00101_006.ulaw|4.117|4.784|[background noise/] {breath} Yes, I'd like to, uh, record this call. [flipping paper] Operator [/background noise]
01.07.2002|06.35.47|female|native|landlinephone|00101|007|WUWII00101_007.ulaw|4.926|5.525|[background noise/] {breath} Hi, Joe, I'm gonna conference in, uh,  Becky and Dave right now. {click} ThinkEngine [/background noise]
01.07.2002|06.36.00|female|native|landlinephone|00101|008|WUWII00101_008.ulaw|0|0|[background noise/] {breath} Hi, uh, I'd like to, uh, set up a meeting tomorrow with Joe and Dave. {breath} Onword [/background noise]
01.07.2002|06.36.13|female|native|landlinephone|00101|009|WUWII00101_009.ulaw|4.388|5.120|[backgroung noise/] {breath} Hi, Becky. I'm +gonna +toa start recording this call now. {breath} Wildfire [/background noise]
01.07.2002|06.36.25|female|native|landlinephone|00101|010|WUWII00101_010.ulaw|4.874|5.465|[background noise] Please, uh, I'm *gonna conference in uh, Joe now. {click} Voyager [/background noise]
01.07.2002|06.37.57|female|native|cellphone|00102|000|WUWII00102_000.ulaw|0.607|1.284|[background talking/] Erica King [/background talking]
01.07.2002|06.38.09|female|native|cellphone|00102|001|WUWII00102_001.ulaw|0.583|1.173|[background talking/] Operator [/background talking]
01.07.2002|06.38.15|female|native|cellphone|00102|002|WUWII00102_002.ulaw|0.577|1.242|[background talking/] ThinkEngine [/background talking]
01.07.2002|06.38.21|female|native|cellphone|00102|003|WUWII00102_003.ulaw|0.578|1.178|[background talking/] Onword
01.07.2002|06.38.28|female|native|cellphone|00102|004|WUWII00102_004.ulaw|0.523|1.248| Wildfire [background talking]
01.07.2002|06.38.34|female|native|cellphone|00102|005|WUWII00102_005.ulaw|0.531|1.108|[background talking/] [click] Voyager [/background talking]
01.07.2002|06.38.56|female|native|cellphone|00102|006|WUWII00102_006.ulaw|5.805|6.449|[background talking/] {breath} Hi Joe, uh, {breath} hold on a second while I invoke my personal assistant. {breath} Operator {breath} [/background talking]
01.07.2002|06.39.11|female|native|cellphone|00102|007|WUWII00102_007.ulaw|8.396|9.028| {breath} Becky I'm glad you were able to make this meeting today. Let's see, uh, what we have available for next week. Let me get my personal assistant. ThinkEngine [background talking]
01.07.2002|06.39.24|female|native|cellphone|00102|008|WUWII00102_008.ulaw|5.234|5.777|[background talking/] {click} Dave, I'm *gonna go ahead and uh, set up the recording now for this call {breath} Onword [/background talking]
01.07.2002|06.39.38|female|native|cellphone|00102|009|WUWII00102_009.ulaw|5.548|6.424|[background talking/] {breath} Hi, Joe, uh, I'm *gonna go ahead and conference in Dave. Uh, {breath} Wildfire [/background talking]
01.07.2002|06.39.51|female|native|cellphone|00102|010|WUWII00102_010.ulaw|6.106|6.643| {click} Hi John, how are you? {breath} Wait just a second while I invoke my personal assistant. {breath} Voyager [background talking]
01.07.2002|07.26.03|female|native|landlinephone|00103|000|WUWII00103_000.ulaw|0|0|[noise] [Welcome to] [noise]
01.07.2002|07.26.14|female|native|landlinephone|00103|001|WUWII00103_001.ulaw|0.582|1.241|Operator
01.07.2002|07.26.31|female|native|landlinephone|00103|002|WUWII00103_002.ulaw|0.465|1.283| ThinkEngine [click]
01.07.2002|07.26.38|female|native|landlinephone|00103|003|WUWII00103_003.ulaw|0.593|1.099|[beep] Onword
01.07.2002|07.26.44|female|native|landlinephone|00103|004|WUWII00103_004.ulaw|0.500|1.298|Wildfire
01.07.2002|07.26.50|female|native|landlinephone|00103|005|WUWII00103_005.ulaw|0.435|1.177|Voyager
01.07.2002|07.27.10|female|native|landlinephone|00103|006|WUWII00103_006.ulaw|5.385|5.917| {breath} This is Karen Gellatly. Wait a second while I invoke my personal assistant. Operator
01.07.2002|07.27.22|female|native|landlinephone|00103|007|WUWII00103_007.ulaw|4.838|5.532| {breath} Hi John how are you? Just wait a second while I invoke my personal assistant. ThinkEngine
01.07.2002|07.27.33|female|native|landlinephone|00103|008|WUWII00103_008.ulaw|5.449|5.851| {breath} Hi John, this is Karen. Wait just a second while I invoke my personal assistant. Onward {click} 
01.07.2002|07.27.45|female|native|landlinephone|00103|009|WUWII00103_009.ulaw|0|0| Hi John, wait a second while I invoke my personal assistant. Onword
01.07.2002|07.27.56|female|native|landlinephone|00103|010|WUWII00103_010.ulaw|4.382|4.986| {breath} Hi John, this is Karen. Wait a second while I invoke my personal assistant. Voyager
01.07.2002|07.42.08|male|nonNative|landlinephone|00104|000|WUWII00104_000.ulaw|0.591|2.010| Don Lachance {breath}
01.07.2002|07.42.38|male|nonNative|landlinephone|00104|001|WUWII00104_001.ulaw|0.609|1.376| Operator
01.07.2002|07.42.44|male|nonNative|landlinephone|00104|002|WUWII00104_002.ulaw|0.564|1.306| {click} ThinkEngine {click}
01.07.2002|07.42.50|male|nonNative|landlinephone|00104|003|WUWII00104_003.ulaw|0.564|1.149| Onword {breath}
01.07.2002|07.42.56|male|nonNative|landlinephone|00104|004|WUWII00104_004.ulaw|0.528|1.201| {breath} Wildfire {breath} [background noise]
01.07.2002|07.43.02|male|nonNative|landlinephone|00104|005|WUWII00104_005.ulaw|0.501|1.111| {breath} Voyager {breath}
01.07.2002|07.43.23|male|nonNative|landlinephone|00104|006|WUWII00104_006.ulaw|4.886|5.441| {breath} I am going to use the prompted word in a free sentence as requested. Operator {breath} [car horn] [car horn] {sniff}
01.07.2002|07.43.36|male|nonNative|landlinephone|00104|007|WUWII00104_007.ulaw|6.003|6.554| {breath} Uh, I'm *gonna be using {breath} the word _ThinkEngine_ in a {breath} uh, sentence as requested. {breath} ThinkEngine {breath}
01.07.2002|07.43.49|male|nonNative|landlinephone|00104|008|WUWII00104_008.ulaw|5.548|6.089| Word _onword_ in a sentence {breath} to invoke the, uh, {breath} uh,theoperator Onword [beep] {breath}
01.07.2002|07.44.01|male|nonNative|landlinephone|00104|009|WUWII00104_009.ulaw|5.404|6.024|[background noise/] [click] I'm going to use the word _wildfire_ in a sentence, uh, to ((invoke)) theoperator Wildfire [/background noise]
01.07.2002|07.44.21|male|nonNative|landlinephone|00104|010|WUWII00104_010.ulaw|3.657|4.264| I am going to invoke the word _voyager_ in a sentence. Voyager {breath}
01.07.2002|07.52.17|male|native|cellphone|00105|000|WUWII00105_000.ulaw|0.505|1.665|Carry Stokes
01.07.2002|07.52.28|male|native|cellphone|00105|001|WUWII00105_001.ulaw|0.539|1.182|Operator
01.07.2002|07.52.34|male|native|cellphone|00105|002|WUWII00105_002.ulaw|0.558|1.167|ThinkEngine
01.07.2002|07.52.41|male|native|cellphone|00105|003|WUWII00105_003.ulaw|0.538|1.033|Onword
01.07.2002|07.52.48|male|native|cellphone|00105|004|WUWII00105_004.ulaw|0.544|1.162|Wildfire
01.07.2002|07.52.55|male|native|cellphone|00105|005|WUWII00105_005.ulaw|0.423|1.082|Voyager
01.07.2002|07.53.15|male|native|cellphone|00105|006|WUWII00105_006.ulaw|3.501|4.159|Think we have to go now wait let me Operator
01.07.2002|07.53.27|male|native|cellphone|00105|007|WUWII00105_007.ulaw|3.547|4.372|*twas a great company called ThinkEngine
01.07.2002|07.53.39|male|native|cellphone|00105|008|WUWII00105_008.ulaw|4.481|4.882|one of the hottest applications in the market today is Onword
01.07.2002|07.53.51|male|native|cellphone|00105|009|WUWII00105_009.ulaw|3.807|4.576|someday when we are out west we may see a Wildfire
01.07.2002|07.54.04|male|native|cellphone|00105|010|WUWII00105_010.ulaw|4.398|4.961|in a galaxy far far away there is a starship called Voyager
01.07.2002|07.57.03|female|native|cellphone|00106|000|WUWII00106_000.ulaw|0.555|1.565|{breath} Diane Stokes
01.07.2002|07.57.14|female|native|cellphone|00106|001|WUWII00106_001.ulaw|0.554|1.202|Operator
01.07.2002|07.57.20|female|native|cellphone|00106|002|WUWII00106_002.ulaw|0.525|1.209|ThinkEngine
01.07.2002|07.57.26|female|native|cellphone|00106|003|WUWII00106_003.ulaw|0.554|1.184|Onword
01.07.2002|07.57.33|female|native|cellphone|00106|004|WUWII00106_004.ulaw|0.558|1.260|Wildfire
01.07.2002|07.57.39|female|native|cellphone|00106|005|WUWII00106_005.ulaw|0.546|1.139|Voyager
01.07.2002|07.57.57|female|native|cellphone|00106|006|WUWII00106_006.ulaw|2.075|2.819|what time is it Operator
01.07.2002|07.58.08|female|native|cellphone|00106|007|WUWII00106_007.ulaw|0.537|1.371|ThinkEngine is an awsome company
01.07.2002|07.58.17|female|native|cellphone|00106|008|WUWII00106_008.ulaw|1.406|2.230|how is Onword used
01.07.2002|07.58.26|female|native|cellphone|00106|009|WUWII00106_009.ulaw|2.093|2.637|i have no idea what _Wildfire_ is
01.07.2002|07.58.36|female|native|cellphone|00106|010|WUWII00106_010.ulaw|1.727|2.388|is there a car named _Voyager_ {breath}
01.07.2002|08.01.47|female|native|cellphone|00107|000|WUWII00107_000.ulaw|0.548|2.209|{breath} Rachael Stokes {breath}
01.07.2002|08.01.59|female|native|cellphone|00107|001|WUWII00107_001.ulaw|0.561|1.277|{breath} Operator
01.07.2002|08.02.06|female|native|cellphone|00107|002|WUWII00107_002.ulaw|0.541|1.340|{breath} ThinkEngine
01.07.2002|08.02.13|female|native|cellphone|00107|003|WUWII00107_003.ulaw|0.560|1.275|{breath} Onword
01.07.2002|08.02.20|female|native|cellphone|00107|004|WUWII00107_004.ulaw|0.528|1.558|{breath} Wildfire
01.07.2002|08.02.27|female|native|cellphone|00107|005|WUWII00107_005.ulaw|0.466|1.278|Voyager
01.07.2002|08.02.47|female|native|cellphone|00107|006|WUWII00107_006.ulaw|5.218|6.139|{breath} Hi john wait until i get assistance Operator
01.07.2002|08.02.59|female|native|cellphone|00107|007|WUWII00107_007.ulaw|4.750|5.649|Hi john let me get assistance ThinkEngine {breath}
01.07.2002|08.03.10|female|native|cellphone|00107|008|WUWII00107_008.ulaw|4.014|4.771|Hi john {breath} let me get assistance Onword {breath}
01.07.2002|08.03.22|female|native|cellphone|00107|009|WUWII00107_009.ulaw|3.686|4.582|Hi john let me get assistance Wildfire
01.07.2002|08.03.32|female|native|cellphone|00107|010|WUWII00107_010.ulaw|3.670|4.393|Hi john let me get assistance Voyager {breath}
01.07.2002|08.07.29|male|native|cellphone|00108|000|WUWII00108_000.ulaw|0.580|2.155|Brian Stokes
01.07.2002|08.07.40|male|native|cellphone|00108|001|WUWII00108_001.ulaw|0.570|1.375|Ope{breath}rator
01.07.2002|08.07.47|male|native|cellphone|00108|002|WUWII00108_002.ulaw|0.560|1.260|ThinkEngine {breath}
01.07.2002|08.07.54|male|native|cellphone|00108|003|WUWII00108_003.ulaw|0.566|1.209| {breath} Onword {breath}
01.07.2002|08.08.01|male|native|cellphone|00108|004|WUWII00108_004.ulaw|0.553|1.448|Wildfire
01.07.2002|08.08.08|male|native|cellphone|00108|005|WUWII00108_005.ulaw|0.507|1.129|Voyager {breath}
01.07.2002|08.08.26|male|native|cellphone|00108|006|WUWII00108_006.ulaw|3.262|4.035|kurt wait *till i get help Operator
01.07.2002|08.08.36|male|native|cellphone|00108|007|WUWII00108_007.ulaw|3.132|3.977|kurt wait *till i get help ThinkEngine
01.07.2002|08.08.46|male|native|cellphone|00108|008|WUWII00108_008.ulaw|3.205|4.073|{breath} kurt wait *till i get help Onword
01.07.2002|08.08.57|male|native|cellphone|00108|009|WUWII00108_009.ulaw|2.943|3.970|kurt wait *till i get help Wildfire
01.07.2002|08.09.06|male|native|cellphone|00108|010|WUWII00108_010.ulaw|2.892|3.781|kurt wait *till i get help Voyager
01.07.2002|08.21.18|female|nonNative|landlinephone|00109|000|WUWII00109_000.ulaw|0.518|1.643| Martha Caben
